Order_ID,Customer_ID,Customer_Name,Customer_Email,Location,Product_ID,Product_Name,Category,Price,Discount,Payment_Method,Order_Status,Purchase_Date,Shipping_Date,Quantity,Unit_Cost,Total_Sales,Cost_Price,Total_Cost,Profit,Tax,Final_Revenue,Shipping_Cost,Net_Revenue,Customer_Rating,Return_Status,Country,State,City,Emp_ID,Shipping_Delay,Shipping_Date_year,Shipping_order_month,Order_Processing_Time,Customer_Satisfaction,Purchase_Month,Order_Type
ORD148,0bad7a20-fbf2-496e-9d95-02a1489eb171,Troy Hurley,ycross@yahoo.com,South Leahtown,PROD148,Running Shoes,Sports,101.47,25.11,Cash on Delivery,Returned,2025-04-01,2025-01-16,4,75.990883,303.963532,71.029,284.116,19.847532,15.1981766,288.7653554,23.09,265.6753554,4.2,Not Returned,Australia,New South Wales,Lake Abigail,EMP900,5.0,2025,1,-75,High,2025-04,Cheap
ORD154,3c9f5080-c0ba-454d-81a1-6e911d38d042,Margaret Ortega,laura81@yahoo.com,Blackburnport,PROD154,Self-Help,Books,325.34,21.48,UPI,Shipped,2025-07-01,2025-01-22,3,255.456968,766.370904,227.738,683.214,83.156904,38.3185452,728.0523588,23.09,704.9623588,4.2,Not Returned,UK,England,New Zachary,EMP900,5.0,2025,1,-160,High,2025-07,Cheap
ORD157,2e9dd075-5cfa-4d4c-8f25-450f1a9df09f,David Moore,olove@gmail.com,West Jacob,PROD157,Football,Sports,620.73,4.61,Net Banking,Delivered,2025-04-01,2025-02-06,2,592.114347,1184.228694,434.511,869.022,315.206694,59.2114347,1125.017259,23.09,1101.927259,4.2,Not Returned,India,Karnataka,Cathytown,EMP565,10.0,2025,2,-54,High,2025-04,Cheap
ORD159,89da4a7f-b1d7-4381-b5ce-82514d255196,Scott Cruz,rachel09@yahoo.com,West Heather,PROD159,Self-Help,Books,996.16,29.06,Credit Card,Cancelled,2025-10-01,2025-01-26,3,706.675904,2120.027712,697.312,2091.936,28.091712,106.0013856,2014.026326,23.09,1990.936326,4.2,Not Returned,UK,Wales,Port Natasha,EMP900,2.0,2025,1,-248,High,2025-10,Expensive
ORD164,99cf70fb-a032-48ce-b39d-49f3f7aafc15,Sharon James,barbertravis@yahoo.com,Port Scott,PROD164,Biography,Books,335.62,38.32,Credit Card,Shipped,2025-12-01,2025-02-03,3,207.010416,621.031248,234.934,738.052,-83.770752,31.0515624,589.9796856,23.09,566.8896856,4.2,Returned,India,Karnataka,Bauerside,EMP900,3.0,2025,2,-301,High,2025-12,Cheap
ORD167,12b32074-9168-453d-9e01-7f6792be26dd,Hannah Powell,richard24@simon.biz,West Eduardo,PROD167,Laptop,Electronics,420.26,31.46,Debit Card,Cancelled,2025-05-01,2025-01-14,5,288.046204,1440.23102,294.182,1470.91,-30.67898,72.011551,1368.219469,23.09,1345.129469,4.2,Returned,Canada,Quebec,New Jocelynville,EMP900,5.0,2025,1,-107,High,2025-05,Expensive
ORD169,1a703519-ebd6-4f4b-b286-ce5ae4c76a80,Jessica Bullock,juangilbert@yahoo.com,Andersonshire,PROD169,Jacket,Clothing,938.34,15.31,Debit Card,Pending,2025-08-01,2025-01-30,2,794.680146,1589.360292,656.838,1313.676,275.684292,79.4680146,1509.892277,23.09,1486.802277,4.2,Returned,France,Provence-Alpes-Côte d'Azur,Castromouth,EMP900,6.0,2025,1,-183,High,2025-08,Expensive
ORD170,41a37587-6cb8-409d-87e7-c9bc5a3ac94e,Albert Villarreal,smithmichelle@gmail.com,East Dominic,PROD170,T-Shirt,Clothing,26.34,15.58,Net Banking,Returned,2025-03-01,2025-01-14,1,22.236228,22.236228,18.438,18.438,3.798228,1.1118114,21.1244166,23.09,-1.9655834,4.2,Not Returned,Canada,British Columbia,East Timothyland,EMP634,3.0,2025,1,-46,High,2025-03,Cheap
ORD176,6e6d10ea-6656-463e-a36b-397954ea7150,Brenda Nguyen,laura81@yahoo.com,Dwayneborough,PROD176,Smartphone,Electronics,147.17,45.81,Net Banking,Delivered,2025-01-01,2025-01-10,5,79.751423,398.757115,103.019,515.095,-116.337885,19.93785575,378.8192592,23.09,355.7292593,4.2,Not Returned,India,Tamil Nadu,New Heather,EMP393,3.0,2025,1,9,High,2025-01,Cheap
ORD178,73d28dcc-cab0-4fa8-be02-401cd1254bac,Shelly Garcia,pballard@yahoo.com,Fordstad,PROD178,Dress,Clothing,201.75,11.41,Cash on Delivery,Pending,2025-08-01,2025-02-03,1,178.730325,178.730325,141.225,738.052,37.505325,8.93651625,169.7938087,23.09,146.7038087,4.2,Not Returned,UK,Wales,Williamsmouth,EMP363,8.0,2025,2,-179,High,2025-08,Cheap
ORD179,ef0e2ca5-3df9-48f4-99af-db74b4a44820,Debra Davis,april72@hotmail.com,Bennetttown,PROD179,Tennis Racket,Sports,231.94,0.52,PayPal,Cancelled,2025-03-01,2025-01-26,2,230.733912,461.467824,162.358,324.716,136.751824,23.0733912,438.3944328,23.09,415.3044328,4.2,Not Returned,Canada,Ontario,Markburgh,EMP900,5.0,2025,1,-34,High,2025-03,Cheap
ORD181,3704aa9d-c42b-4a4d-bd32-b6200624b3cf,Jordan Alvarez,michaelbowen@hotmail.com,Port Debbiemouth,PROD181,Face Cream,Beauty,973.01,15.15,Net Banking,Delivered,2025-02-01,2025-02-02,2,825.598985,1651.19797,681.107,1362.214,288.98397,82.5598985,1568.638072,23.09,1545.548072,4.2,Not Returned,India,Karnataka,Thomasmouth,EMP900,5.0,2025,2,1,High,2025-02,Expensive
ORD182,ede81751-94f4-48e6-b1fb-8eec5328ee0d,Misty Miller,willie22@gmail.com,Sharonside,PROD182,Cookware Set,Home & Kitchen,230.94,20.72,UPI,Cancelled,2025-06-01,2025-02-06,3,183.089232,549.267696,161.658,484.974,64.293696,27.4633848,521.8043112,23.09,498.7143112,4.2,Not Returned,Canada,Ontario,Ronniemouth,EMP900,5.0,2025,2,-115,High,2025-06,Cheap
ORD184,341b11f5-3351-4ea9-8d23-83876d389ffe,Sharon Sweeney,joseph70@gmail.com,Morrisbury,PROD184,Smartwatch,Electronics,223.0,26.69,Credit Card,Shipped,2025-10-01,2025-01-10,3,163.4813,490.4439,156.1,468.3,22.1439,24.522195,465.921705,23.09,442.831705,4.2,Not Returned,Australia,Victoria,Diazborough,EMP900,5.0,2025,1,-264,High,2025-10,Cheap
ORD186,44966347-e4f8-431f-a595-8e2924a536f5,Renee Cobb,klee@hotmail.com,Christophermouth,PROD186,Yoga Mat,Sports,31.21,1.35,Net Banking,Cancelled,2025-01-01,2025-01-25,2,30.788665,61.57733,21.847,43.694,17.88333,3.0788665,58.4984635,23.09,35.4084635,4.2,Not Returned,UK,Scotland,Maryville,EMP900,6.0,2025,1,24,High,2025-01,Cheap
ORD187,9f1e79b0-3077-4646-a790-58d2bd855268,Eric Smith,kristina67@sanders-bennett.com,Fletcherland,PROD187,Perfume,Beauty,186.43,13.71,UPI,Delivered,2025-04-01,2025-01-07,1,160.870447,160.870447,130.501,130.501,30.369447,8.04352235,152.8269247,23.09,129.7369247,4.2,Not Returned,Canada,Ontario,Lake Donnaberg,EMP900,5.0,2025,1,-84,High,2025-04,Cheap
ORD188,69e40843-a044-47f6-aafc-15ff6ea18e34,Alejandro King,adam33@gmail.com,Lake Annaton,PROD188,Tennis Racket,Sports,688.17,20.39,Debit Card,Shipped,2025-01-01,2025-01-31,1,547.852137,547.852137,481.719,481.719,66.133137,27.39260685,520.4595302,23.09,497.3695302,4.2,Returned,UK,England,Lisafurt,EMP900,9.0,2025,1,30,High,2025-01,Cheap
ORD189,d520bd60-38ef-47a7-81ef-c197f3cae3aa,Lindsay Rogers,stephanie04@lopez.info,South Christopherbury,PROD189,T-Shirt,Clothing,519.38,28.21,UPI,Delivered,2025-04-01,2025-01-13,1,372.862902,372.862902,363.566,363.566,9.296902,18.6431451,354.2197569,23.09,331.1297569,4.2,Not Returned,UK,England,Robertfort,EMP900,5.0,2025,1,-78,High,2025-04,Cheap
ORD190,ce8e0da0-7f26-4c60-b752-8cfc2623cd16,Adam Shaw,williamsernest@davis.com,Johnsonfort,PROD190,Perfume,Beauty,127.03,32.61,UPI,Shipped,2025-05-01,2025-01-20,1,85.605517,85.605517,88.921,88.921,-3.315483,4.28027585,81.32524115,23.09,58.23524115,4.2,Not Returned,Australia,New South Wales,Maldonadoborough,EMP187,3.0,2025,1,-101,High,2025-05,Cheap
ORD192,d4d52b15-e54e-4ff8-a1f6-2c5079a7bf66,Michael Acevedo,amanda85@hotmail.com,Julianport,PROD192,Laptop,Sports,93.97,5.7,PayPal,Pending,2025-08-01,2025-01-23,4,88.61371,354.45484,65.779,263.116,91.33884,17.722742,336.732098,23.09,313.642098,4.2,Returned,Germany,Hamburg,Sullivanfort,EMP900,5.0,2025,1,-190,High,2025-08,Cheap
ORD194,c65aeffc-b316-4a9e-af2f-4868c384d4a9,Yolanda Baxter,laura81@yahoo.com,Allisonburgh,PROD194,Science Textbook,Books,71.67,11.41,UPI,Shipped,2025-02-01,2025-02-04,1,63.492453,63.492453,50.169,50.169,13.323453,3.17462265,60.31783035,23.09,37.22783035,4.2,Not Returned,France,Provence-Alpes-Côte d'Azur,West Gabrielberg,EMP930,8.0,2025,2,3,High,2025-02,Cheap
ORD197,98a4a0c0-cce9-4f18-afbb-439c99b3b635,Brenda Smith,zmontgomery@gmail.com,Lake Lauraburgh,PROD197,Shampoo,Beauty,569.26,38.38,UPI,Shipped,2025-09-01,2025-01-12,3,350.778012,1052.334036,398.482,1195.446,-143.111964,52.6167018,999.7173342,23.09,976.6273342,4.2,Not Returned,India,Karnataka,South Courtneystad,EMP135,8.0,2025,1,-232,High,2025-09,Expensive
ORD198,4faa3e95-d06e-4ee7-b122-4f369736bf6f,Nancy Perez,powellgregory@petersen-norris.com,Clarkebury,PROD198,Science Textbook,Books,430.02,29.79,PayPal,Pending,2025-05-01,2025-01-12,2,301.917042,603.834084,301.014,602.028,1.806084,30.1917042,573.6423798,23.09,550.5523798,4.2,Not Returned,France,Normandy,Kimmouth,EMP245,4.0,2025,1,-109,High,2025-05,Cheap
ORD200,ddaf4328-630a-4140-b48a-ebffa9eada94,John Collins,cadams@holmes.com,New Howard,PROD200,Lipstick,Beauty,577.37,46.92,PayPal,Returned,2025-02-01,2025-01-05,4,306.467996,1225.871984,404.159,738.052,-390.764016,61.2935992,1164.578385,23.09,1141.488385,4.2,Returned,Canada,British Columbia,East Christyshire,EMP419,8.0,2025,1,-27,High,2025-02,Cheap
ORD203,cf846185-dcfc-4027-993d-4335cc50dcf9,Christopher Newton,johnwilson@yahoo.com,Thomasmouth,PROD203,Face Cream,Beauty,881.67,13.39,Credit Card,Cancelled,2025-11-01,2025-02-06,1,763.614387,763.614387,617.169,617.169,146.445387,38.18071935,725.4336677,23.09,702.3436676,4.2,Not Returned,Canada,British Columbia,Rodriguezfort,EMP403,7.0,2025,2,-268,High,2025-11,Cheap
ORD206,fa55c583-a4ee-48cf-a079-3357c419138b,Heidi Jensen,ashley51@gmail.com,South Tammymouth,PROD206,T-Shirt,Clothing,415.31,12.11,UPI,Returned,2025-01-01,2025-01-16,1,365.015959,365.015959,290.717,290.717,74.298959,18.25079795,346.7651611,23.09,323.6751611,4.2,Not Returned,India,Maharashtra,Kennethshire,EMP900,5.0,2025,1,15,High,2025-01,Cheap
ORD207,8a6c168e-429e-428f-8b2e-1c59af31534d,Dana Day,sarah86@gmail.com,Torresside,PROD207,Yoga Mat,Sports,902.57,32.83,Cash on Delivery,Shipped,2025-12-01,2025-01-12,4,606.256269,2425.025076,631.799,2527.196,-102.170924,121.2512538,2303.773822,23.09,2280.683822,4.2,Not Returned,USA,Texas,Port Nicoletown,EMP862,5.0,2025,1,-323,High,2025-12,Expensive
ORD208,960afbad-d024-4cc4-be33-62e0485aa86f,Mary Hardy,millsrobert@ortiz.com,Craigborough,PROD208,Dress,Clothing,948.55,16.22,UPI,Cancelled,2025-07-01,2025-01-27,2,794.69519,1589.39038,663.985,1327.97,261.42038,79.469519,1509.920861,23.09,1486.830861,4.2,Returned,Germany,Hamburg,Wongtown,EMP785,5.0,2025,1,-155,High,2025-07,Expensive
ORD211,471569c6-e773-47a3-98e5-80445e1ea425,Chelsey Harrell,stephaniesloan@doyle.com,Chavezchester,PROD211,Face Cream,Beauty,688.61,49.64,Debit Card,Shipped,2025-10-01,2025-01-22,5,346.783996,1733.91998,482.027,2410.135,-676.21502,86.695999,1647.223981,23.09,1624.133981,4.2,Not Returned,Canada,Ontario,Everettbury,EMP900,5.0,2025,1,-252,High,2025-10,Expensive
ORD213,474ed10a-5cf5-447c-8d96-1fc261ec30e3,Keith Jones,william45@bauer.com,Nealport,PROD213,Lipstick,Beauty,274.93,25.7,UPI,Cancelled,2025-05-01,2025-01-08,3,204.27299,612.81897,192.451,577.353,35.46597,30.6409485,582.1780215,23.09,559.0880215,4.2,Not Returned,USA,New York,Port Erikmouth,EMP688,0.0,2025,1,-113,High,2025-05,Cheap
ORD214,7d2a1f03-ae59-4ae6-9d28-2d99ddbfac3e,Amy Gentry,qharris@alexander.org,South Victor,PROD214,Perfume,Beauty,52.27,8.55,Debit Card,Delivered,2025-11-01,2025-02-04,1,47.800915,47.800915,36.589,36.589,11.211915,2.39004575,45.41086925,23.09,22.32086925,4.2,Not Returned,India,Karnataka,Port Patrick,EMP718,3.0,2025,2,-270,High,2025-11,Cheap
ORD216,ddaf14ea-f963-4fc1-88c4-80408d68b8fe,Jennifer Archer,edwardbush@yahoo.com,North Jennifer,PROD216,Laptop,Electronics,364.06,49.38,PayPal,Delivered,2025-03-01,2025-01-18,1,184.287172,184.287172,254.842,254.842,-70.554828,9.2143586,175.0728134,23.09,151.9828134,4.2,Not Returned,UK,Wales,New Markfurt,EMP900,5.0,2025,1,-42,High,2025-03,Cheap
ORD218,4867d6c1-1a00-485b-9e11-13f1441b6948,Matthew Higgins,alvaradokathleen@gmail.com,North Emma,PROD218,Running Shoes,Sports,595.05,41.68,Credit Card,Shipped,2025-01-01,2025-01-16,1,347.03316,347.03316,416.535,416.535,-69.50184,17.351658,329.681502,23.09,306.591502,4.2,Not Returned,Canada,Quebec,North Raymondview,EMP153,9.0,2025,1,15,High,2025-01,Cheap
ORD219,4866c77e-7c75-495b-b3ca-b4143661548c,Samuel Guzman,kathrynandrews@haney.com,Glennhaven,PROD219,Blender,Home & Kitchen,861.29,47.07,Cash on Delivery,Pending,2025-03-01,2025-01-24,2,455.880797,911.761594,602.903,1205.806,-294.044406,45.5880797,866.1735143,23.09,843.0835143,4.2,Returned,UK,Wales,New Stephen,EMP449,5.0,2025,1,-36,High,2025-03,Expensive
ORD223,07a42d26-b810-4d3d-a64d-fcd52d0fa275,Benjamin Martinez,wmurray@hotmail.com,West Christinafurt,PROD223,Face Cream,Beauty,586.8,18.69,Cash on Delivery,Cancelled,2025-09-01,2025-01-26,3,477.12708,1431.38124,410.76,1232.28,199.10124,71.569062,1359.812178,23.09,1336.722178,4.2,Not Returned,Germany,Hamburg,East Daniellefort,EMP490,2.0,2025,1,-218,High,2025-09,Expensive
ORD235,9c16e399-0b6a-4bca-a49a-c195ad8044af,Patricia Crawford,laura81@yahoo.com,West Dawnfurt,PROD235,Science Textbook,Books,213.63,13.94,UPI,Delivered,2025-09-01,2025-01-20,2,183.849978,367.699956,149.541,299.082,68.617956,18.3849978,349.3149582,23.09,326.2249582,4.2,Not Returned,Australia,Victoria,East Jessica,EMP900,1.0,2025,1,-224,High,2025-09,Cheap
ORD245,0a6a48da-83b1-4469-a9df-8a9008aa4f26,Samantha James,julie77@hotmail.com,Arianamouth,PROD245,Laptop,Home & Kitchen,421.49,47.11,Net Banking,Delivered,2025-09-01,2025-02-07,2,222.926061,445.852122,295.043,590.086,-144.233878,22.2926061,423.5595159,23.09,400.4695159,4.2,Not Returned,USA,Florida,New Stevenview,EMP900,10.0,2025,2,-206,High,2025-09,Cheap
ORD246,367a63cf-084b-4b8f-898f-90bc16aeea7c,John Phillips,laura81@yahoo.com,New Megan,PROD246,Smartphone,Electronics,375.64,47.75,Cash on Delivery,Returned,2025-06-01,2025-01-27,2,196.2719,392.5438,262.948,525.896,-133.3522,19.62719,372.91661,23.09,349.82661,4.2,Not Returned,Canada,Quebec,Chrishaven,EMP594,5.0,2025,1,-125,High,2025-06,Cheap
ORD249,451b4b0b-109c-4ffe-8be0-d09afa421ccf,Gabrielle Johnston,virginia19@perry-walker.biz,North Tinaborough,PROD249,Perfume,Beauty,624.6,35.95,UPI,Delivered,2025-04-01,2025-02-04,3,400.0563,1200.1689,437.22,1311.66,-111.4911,60.008445,1140.160455,23.09,1117.070455,4.2,Not Returned,Canada,Quebec,Port Jerry,EMP369,5.0,2025,2,-56,High,2025-04,Expensive
ORD251,3a14d5a5-d9ae-4fd0-9dac-79f322b8cf72,Jennifer Long,camachokathleen@king-norris.info,Port Chelseahaven,PROD251,Football,Sports,800.12,19.02,Net Banking,Cancelled,2025-04-01,2025-01-11,4,647.937176,2591.748704,560.084,2240.336,351.412704,129.5874352,2462.161269,23.09,2439.071269,4.2,Returned,UK,Wales,Vincentberg,EMP900,5.0,2025,1,-80,High,2025-04,Expensive
ORD253,032793a3-7a26-43d5-a8db-7f4589ec73ce,Ryan Allen,tiffanydiaz@delgado-tran.com,Jacquelinechester,PROD253,Laptop,Sports,83.49,23.42,Net Banking,Pending,2025-08-01,2025-01-18,1,63.936642,63.936642,58.443,58.443,5.493642,3.1968321,60.7398099,23.09,37.6498099,4.2,Not Returned,Germany,Berlin,New Brian,EMP602,5.0,2025,1,-195,High,2025-08,Cheap
ORD255,400b2b03-6ab5-4d94-8299-84329595a692,Robert Shaw,tburton@yates-reyes.biz,Lake Stacy,PROD255,Football,Sports,171.11,21.22,PayPal,Shipped,2025-08-01,2025-02-04,4,134.800458,539.201832,119.777,479.108,60.093832,26.9600916,512.2417404,23.09,489.1517404,4.2,Returned,USA,California,Sarahchester,EMP900,5.0,2025,2,-178,High,2025-08,Cheap
ORD256,87c9b564-6921-4497-90cd-006a9b4d025f,Julia Mendoza,williamperkins@may.biz,Jamesview,PROD256,Laptop,Electronics,100.01,28.9,Debit Card,Pending,2025-01-01,2025-02-05,1,71.10711,71.10711,70.007,70.007,1.10011,3.5553555,67.5517545,23.09,44.4617545,4.2,Not Returned,USA,New York,West Darrellstad,EMP900,2.0,2025,2,35,High,2025-01,Cheap
ORD258,cd649574-73f5-4b0d-8d86-3cff512bcec6,Stephanie Cox,laura81@yahoo.com,New Christophermouth,PROD258,Self-Help,Books,306.68,28.33,Net Banking,Pending,2025-11-01,2025-01-14,4,219.797556,879.190224,214.676,858.704,20.486224,43.9595112,835.2307128,23.09,812.1407128,4.2,Not Returned,India,Tamil Nadu,Smithberg,EMP573,5.0,2025,1,-291,High,2025-11,Cheap
ORD259,2b6bd1f9-eaff-4771-93fd-90d6ba2233f6,Raymond Jones,maldonadojody@yates.biz,Laurenland,PROD259,Cookware Set,Home & Kitchen,496.28,7.15,Debit Card,Delivered,2025-12-01,2025-01-25,1,460.79598,460.79598,347.396,347.396,113.39998,23.039799,437.756181,23.09,414.666181,4.2,Not Returned,France,Provence-Alpes-Côte d'Azur,Harrisburgh,EMP900,5.0,2025,1,-310,High,2025-12,Cheap
ORD261,8f7bb29b-1c62-463a-a2a5-bc39e9a9285e,Ashley Ingram,patricksamantha@yahoo.com,Normanview,PROD261,Smartphone,Electronics,719.37,22.85,PayPal,Cancelled,2025-08-01,2025-01-12,1,554.993955,554.993955,503.559,503.559,51.434955,27.74969775,527.2442573,23.09,504.1542573,4.2,Returned,Canada,British Columbia,Karenfurt,EMP932,10.0,2025,1,-201,High,2025-08,Cheap
ORD263,dbfc3c1e-af30-4f3c-a304-89505c5173ea,Teresa Bautista,qchambers@dickerson-kelly.info,Kaiserfort,PROD263,Fiction Novel,Books,339.38,28.7,Cash on Delivery,Delivered,2025-02-01,2025-01-16,1,241.97794,241.97794,237.566,237.566,4.41194,12.098897,229.879043,23.09,206.789043,4.2,Not Returned,Canada,Ontario,Jenkinsfurt,EMP850,1.0,2025,1,-16,High,2025-02,Cheap
ORD264,165f1eee-c579-43d7-a502-ae0c15ad1e10,Logan Ballard,kellysmith@yahoo.com,Colleenmouth,PROD264,Perfume,Beauty,189.27,42.67,Net Banking,Shipped,2025-11-01,2025-01-26,1,108.508491,108.508491,132.489,132.489,-23.980509,5.42542455,103.0830665,23.09,79.99306645,4.2,Not Returned,Canada,Ontario,New Thomas,EMP420,5.0,2025,1,-279,High,2025-11,Cheap
ORD267,991c1788-f62a-47e7-b5ce-280085577c3d,Kelsey Robinson,steven36@hotmail.com,Port Stevenfurt,PROD267,Cookware Set,Home & Kitchen,206.2,11.58,PayPal,Cancelled,2025-11-01,2025-01-29,4,182.32204,729.28816,144.34,577.36,151.92816,36.464408,692.823752,23.09,669.733752,4.2,Returned,Germany,Berlin,Marybury,EMP900,5.0,2025,1,-276,High,2025-11,Cheap
ORD268,7452280c-2b9c-46bd-9d25-1529956453c3,Gloria Reyes,anne41@yahoo.com,West Paulburgh,PROD268,Smartwatch,Electronics,674.29,47.51,UPI,Pending,2025-01-01,2025-01-21,4,353.934821,1415.739284,472.003,1888.012,-472.272716,70.7869642,1344.95232,23.09,1321.86232,4.2,Not Returned,Australia,New South Wales,South Paulbury,EMP291,5.0,2025,1,20,High,2025-01,Expensive
ORD271,aa4750a4-7e6f-4031-816b-4350fe470ce8,Richard Young,bradley91@gregory.com,North Danielleland,PROD271,Yoga Mat,Sports,889.13,8.15,Credit Card,Cancelled,2025-11-01,2025-01-30,1,816.665905,816.665905,622.391,622.391,194.274905,40.83329525,775.8326098,23.09,752.7426097,4.2,Not Returned,Australia,Victoria,Hooverburgh,EMP350,5.0,2025,1,-275,High,2025-11,Cheap
ORD272,431b7e17-c365-4dfe-93c1-421ef75bffca,Daniel Rodriguez,michael58@thomas.com,Morrisborough,PROD272,Self-Help,Books,400.32,46.12,Net Banking,Delivered,2025-04-01,2025-01-10,4,215.692416,862.769664,280.224,1120.896,-258.126336,43.1384832,819.6311808,23.09,796.5411808,4.2,Returned,Australia,New South Wales,Fletcherchester,EMP900,5.0,2025,1,-81,High,2025-04,Expensive
ORD273,df024037-31b3-499f-aaf6-c272c2bc9d3b,Susan Brown,matthewdouglas@davis-blankenship.com,East Dustin,PROD273,Jeans,Clothing,466.66,7.82,UPI,Delivered,2025-05-01,2025-01-22,1,430.167188,430.167188,326.662,326.662,103.505188,21.5083594,408.6588286,23.09,385.5688286,4.2,Returned,Germany,Berlin,Andersonhaven,EMP900,5.0,2025,1,-99,High,2025-05,Cheap
ORD276,70e17142-a7fa-4976-8e44-c39427867f44,Judy Wright,stephensstephen@henry.info,East Kennethport,PROD276,Biography,Books,483.33,22.45,PayPal,Delivered,2025-08-01,2025-01-14,1,374.822415,374.822415,338.331,338.331,36.491415,18.74112075,356.0812943,23.09,332.9912943,4.2,Not Returned,UK,Scotland,Nathanville,EMP998,5.0,2025,1,-199,High,2025-08,Cheap
ORD277,e3750947-7e7f-49ea-815a-9c7613266764,Ashley Jenkins,richard65@hotmail.com,North Michaelborough,PROD277,Football,Sports,272.21,17.67,UPI,Shipped,2025-05-01,2025-01-28,4,224.110493,896.441972,190.547,762.188,134.253972,44.8220986,851.6198734,23.09,828.5298734,4.2,Not Returned,France,Normandy,West Steven,EMP900,2.0,2025,1,-93,High,2025-05,Cheap
ORD287,7c42bd58-bb13-42b4-9722-df5418171799,Jeffrey Evans,michael31@davis-bonilla.com,Melissaton,PROD287,Shampoo,Beauty,379.59,10.61,PayPal,Returned,2025-01-01,2025-01-10,1,339.315501,339.315501,265.713,265.713,73.602501,16.96577505,322.349726,23.09,299.259726,4.2,Not Returned,Australia,New South Wales,South Emilybury,EMP724,5.0,2025,1,9,High,2025-01,Cheap
ORD289,f7ed13c8-2460-482d-ab21-a94b67c5d9a7,Ana Barber,pinedabenjamin@hotmail.com,Tracyville,PROD289,Shampoo,Beauty,751.37,20.74,UPI,Pending,2025-06-01,2025-01-27,1,595.535862,595.535862,525.959,525.959,69.576862,29.7767931,565.7590689,23.09,542.6690689,4.2,Not Returned,Germany,Hamburg,Emilychester,EMP313,5.0,2025,1,-125,High,2025-06,Cheap
ORD291,f469f257-8257-45e5-8bca-cd7cfc6c0e3f,Joseph Stewart,cruzjoseph@hotmail.com,West Richardview,PROD291,Jeans,Clothing,324.44,34.68,PayPal,Returned,2025-10-01,2025-01-28,3,211.924208,635.772624,227.108,681.324,-45.551376,31.7886312,603.9839928,23.09,580.8939928,4.2,Not Returned,India,Karnataka,Lake Jennifer,EMP497,5.0,2025,1,-246,High,2025-10,Cheap
ORD293,9c29fae5-d27b-438d-a76b-a28aff201dc4,Douglas Miller,oliviacarpenter@yahoo.com,Port Samantha,PROD293,Jacket,Clothing,959.74,21.46,Cash on Delivery,Returned,2025-11-01,2025-01-30,5,753.779796,3768.89898,671.818,3359.09,409.80898,188.444949,3580.454031,23.09,3557.364031,4.2,Returned,India,Tamil Nadu,Smithmouth,EMP160,5.0,2025,1,-275,High,2025-11,Expensive
ORD295,da8e0d8e-90d8-4f1f-9ca2-fc9d13d48952,Christina Silva,kevinbird@payne-lopez.biz,Morsemouth,PROD295,T-Shirt,Clothing,307.79,3.27,Credit Card,Pending,2025-05-01,2025-01-23,2,297.725267,595.450534,215.453,430.906,164.544534,29.7725267,565.6780073,23.09,542.5880073,4.2,Not Returned,Germany,Bavaria,Lake Steven,EMP128,5.0,2025,1,-98,High,2025-05,Cheap
ORD297,320997f5-8e30-4894-bc0f-6669d2ea4ea4,Adam Lopez,robertsilva@spears.info,Lake Jamesmouth,PROD297,Biography,Books,42.67,35.74,Net Banking,Pending,2025-11-01,2025-02-02,5,27.419742,137.09871,29.869,149.345,-12.24629,6.8549355,130.2437745,23.09,107.1537745,4.2,Not Returned,Germany,Bavaria,Markmouth,EMP900,5.0,2025,2,-272,High,2025-11,Cheap
ORD300,a3fc9527-db6f-4939-a105-9d05e4d921c9,John Jacobson,beckersusan@hernandez.com,South Tyler,PROD300,Vacuum Cleaner,Home & Kitchen,704.49,36.05,Net Banking,Cancelled,2025-04-01,2025-01-23,2,450.521355,901.04271,493.143,986.286,-85.24329,45.0521355,855.9905745,23.09,832.9005745,4.2,Not Returned,Australia,New South Wales,Ashleymouth,EMP900,0.0,2025,1,-68,High,2025-04,Expensive
ORD303,0932d1e8-079c-4369-b78b-10ad9ffabcb4,Joshua Boyd,andersoncasey@gmail.com,East April,PROD303,T-Shirt,Clothing,415.76,38.06,Debit Card,Shipped,2025-06-01,2025-01-30,3,257.521744,772.565232,291.032,873.096,-100.530768,38.6282616,733.9369704,23.09,710.8469704,4.2,Not Returned,Canada,Quebec,New Melissafort,EMP661,5.0,2025,1,-122,High,2025-06,Cheap
ORD304,f8e6a424-1952-4201-9aa1-fcd17c8ca809,Laura Marshall,branchnichole@campbell-moore.net,South Angelaview,PROD304,Self-Help,Books,408.96,12.15,Debit Card,Cancelled,2025-09-01,2025-01-18,1,359.27136,359.27136,286.272,738.052,72.99936,17.963568,341.307792,23.09,318.217792,4.2,Not Returned,Canada,British Columbia,Stokesview,EMP900,5.0,2025,1,-226,High,2025-09,Cheap
ORD305,efd13d52-599e-493a-8420-ddfd33c474b4,John Mitchell,richard32@yahoo.com,Johnfort,PROD305,Cookware Set,Home & Kitchen,931.69,20.46,Net Banking,Shipped,2025-08-01,2025-01-15,1,741.066226,741.066226,652.183,652.183,88.883226,37.0533113,704.0129147,23.09,680.9229147,4.2,Not Returned,USA,Texas,West Paulfort,EMP763,5.0,2025,1,-198,High,2025-08,Cheap
